"animal_project_code","station_name","latitude","longitude"
"ESGL","C8",47.1198,-1.68606
"ESGL","C7",47.1224,-1.68732
"ESGL","C9",47.1302,-1.69086
"ESGL","AM2",47.1319,-1.69705
"ESGL","AM3",47.1323,-1.69441
"ESGL","C3",47.126098,-1.679072
"ESGL","C2",47.1246,-1.67109
"ESGL","C1",47.1237,-1.67011
"ESGL","AM1",47.1324,-1.69796
"ESGL","AV1",47.1336,-1.70623
"ESGL","AV2",47.133,-1.70816
"ESGL","AV3",47.1319,-1.7121
"ESGL","B1",47.21,-1.82689
"ESGL","B2",47.2074,-1.82838
"ESGL","BB",47.214025,-1.82403
"ESGL","CN",47.237895,-1.870765
"ESGL","CA",47.267842,-1.94744
"ESGL","ECA",47.26858029,-1.94856907
"ESGL","C",47.293933,-2.016633
"ESGL","A",47.288033,-1.9939
"ESGL","C13",47.1237,-1.69873
"ESGL","BOX0",47.0924,-1.65511
"ESGL","C15",47.1306,-1.69511
"ESGL","C12",47.1307,-1.69285
"ESGL","C11",47.1278,-1.69436
"ESGL","C10",47.126,-1.69522
"ESGL","Ebis",47.29574,-2.0458
"ESGL","I",47.18043,-2.3844
"ESGL","D",47.1768,-2.1668
"ESGL","C14",47.1247,-1.69815
"ESGL","EBB1",47.2151,-1.82219
"ESGL","EBB2",47.215933,-1.821258
"ESGL","C6",47.1301,-1.682038
"ESGL","C5",47.1301,-1.68204
"ESGL","C4",47.12882688,-1.68036023
"ESGL","MA",47.2078,-1.78561
"ESGL","EMA",47.2084,-1.78287
"ESGL","rel_esgl",47.0924,-1.65511
